index,customer,state,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount
257,CF15558,California,F,Master,500426.38,39161.0,63.0,1.0,Personal Auto,Two-Door Car,283.995953
258,JM62924,Washington,M,Bachelor,1322304.38,37534.0,84.0,2.0,Personal Auto,Four-Door Car,403.2
259,EM66435,Oregon,F,Bachelor,262331.54,80210.0,65.0,0.0,Corporate Auto,Four-Door Car,20.543176
260,QX45933,California,M,Bachelor,1784019.56,0.0,62.0,0.0,Personal Auto,Four-Door Car,385.115437
261,JI71369,California,F,College,510611.18,30110.0,64.0,0.0,Personal Auto,Four-Door Car,140.165035
262,JU93290,Arizona,F,College,1793060.45,21708.0,68.0,0.0,Personal Auto,Four-Door Car,326.4
263,GU66096,Arizona,M,High School or Below,545734.26,94731.0,67.0,0.0,Personal Auto,Four-Door Car,321.6
264,UC33108,California,M,Bachelor,656364.41,32375.0,83.0,0.0,Personal Auto,Four-Door Car,398.4
265,LW93867,Oregon,M,College,481252.52,16531.0,63.0,0.0,Corporate Auto,Four-Door Car,102.879769
266,OU78470,Arizona,F,Master,2932804.19,32006.0,94.0,0.0,Corporate Auto,Four-Door Car,56.868289
267,XW90265,Arizona,F,Bachelor,577352.07,81676.0,72.0,0.0,Personal Auto,Two-Door Car,463.158502
268,HS67749,California,M,College,684711.89,71038.0,86.0,0.0,Corporate Auto,Four-Door Car,205.444066
269,VZ51506,Arizona,F,High School or Below,359531.29,0.0,103.0,0.0,Corporate Auto,Luxury,741.6
270,UI64281,Nevada,F,Master,2285561.21,20832.0,65.0,0.0,Personal Auto,Two-Door Car,56.371967
271,AE98193,Washington,M,High School or Below,785941.46,0.0,113.0,0.0,Personal Auto,SUV,813.6
272,AZ74055,Oregon,M,High School or Below,411557.74,52405.0,103.0,0.0,Personal Auto,Four-Door Car,494.4
273,XS76911,Arizona,F,High School or Below,502963.88,0.0,133.0,0.0,Personal Auto,Luxury,795.864079
274,AY40674,Washington,F,Bachelor,482141.85,26583.0,1005.0,4.0,Personal Auto,SUV,614.4
275,NA12740,Oregon,M,Master,500431.05,25486.0,65.0,0.0,Special Auto,Two-Door Car,72.438681
276,UA84837,Arizona,M,College,863005.39,24065.0,111.0,0.0,Corporate Auto,Four-Door Car,532.8
277,DJ51510,Arizona,F,High School or Below,932208.51,70435.0,116.0,0.0,Personal Auto,Four-Door Car,67.881546
278,VM58985,California,M,College,1672756.06,0.0,76.0,2.0,Personal Auto,Two-Door Car,402.636829
279,OH60605,Oregon,F,High School or Below,365253.24,39679.0,92.0,0.0,Personal Auto,Two-Door Car,641.388616
280,UO98052,Nevada,M,College,615860.12,0.0,89.0,0.0,Personal Auto,Four-Door Car,342.481173
281,NC53424,California,M,Bachelor,437608.4,0.0,69.0,4.0,Personal Auto,Two-Door Car,331.2
282,LQ13873,Nevada,M,High School or Below,556945.62,53565.0,71.0,1.0,Personal Auto,Four-Door Car,340.8
283,LA97014,Washington,M,Bachelor,257651.3,37574.0,66.0,1.0,Personal Auto,Two-Door Car,412.101933
284,NB79936,Washington,M,Bachelor,834698.32,48259.0,108.0,0.0,Personal Auto,Two-Door Car,73.700573
285,NT89061,Arizona,F,High School or Below,632392.39,78532.0,78.0,0.0,Personal Auto,Four-Door Car,374.4
286,AF10970,Arizona,F,Bachelor,597314.34,96163.0,73.0,0.0,Corporate Auto,Four-Door Car,350.4
287,ZG48513,California,M,Bachelor,470667.7,0.0,72.0,0.0,Personal Auto,Four-Door Car,345.6
288,JQ59145,California,M,High School or Below,809341.03,0.0,114.0,1.0,Personal Auto,Luxury,722.024742
289,FE84989,Washington,M,College,503574.46,72672.0,63.0,0.0,Personal Auto,Four-Door Car,259.361117
290,JT52858,Oregon,F,Bachelor,902786.72,99002.0,112.0,1.0,Personal Auto,Four-Door Car,537.6
291,MC62068,California,M,High School or Below,728888.48,79494.0,91.0,0.0,Personal Auto,Four-Door Car,396.295614
292,EU27538,Oregon,M,Master,1804247.94,35704.0,225.0,0.0,Personal Auto,Luxury,358.281562
293,RH42306,Arizona,F,Bachelor,499206.3,0.0,71.0,0.0,Corporate Auto,Four-Door Car,653.388564
294,US23612,Oregon,F,High School or Below,910226.78,26049.0,118.0,0.0,Personal Auto,Two-Door Car,121.032372
295,WV76014,Arizona,M,Doctor,254040.77,70125.0,64.0,0.0,Special Auto,Four-Door Car,92.813396
296,RK96223,California,M,College,1294189.19,52369.0,110.0,1.0,Personal Auto,SUV,528.0
297,MF82000,Washington,F,Bachelor,236534.86,0.0,66.0,2.0,Special Auto,Four-Door Car,159.636956
298,FM46980,Arizona,M,College,572076.51,41770.0,72.0,0.0,Personal Auto,Four-Door Car,476.156957
299,SY56792,Oregon,M,High School or Below,703553.41,0.0,101.0,0.0,Corporate Auto,Four-Door Car,727.2
300,RF61565,California,M,College,263697.77,31911.0,67.0,0.0,Personal Auto,Four-Door Car,321.6
301,IM94808,Nevada,M,Bachelor,539583.2,70051.0,68.0,0.0,Corporate Auto,Four-Door Car,42.078345
302,VI14730,Oregon,M,High School or Below,838263.01,19683.0,117.0,1.0,Personal Auto,Luxury,561.6
303,YR34119,Washington,F,College,3116174.52,30916.0,112.0,0.0,Personal Auto,SUV,200.11606
304,RR77985,Oregon,F,Bachelor,288774.23,0.0,80.0,0.0,Personal Auto,Four-Door Car,676.944023
305,QD28391,Washington,M,College,742584.53,84302.0,62.0,0.0,Personal Auto,Four-Door Car,76.609295
306,WV17090,California,M,Bachelor,2558572.78,0.0,116.0,0.0,Corporate Auto,SUV,830.623064
307,TM23514,Oregon,M,College,1027260.82,60145.0,132.0,0.0,Personal Auto,SUV,580.473259
308,MQ68407,Oregon,F,Bachelor,437636.36,63774.0,111.0,0.0,Personal Auto,Four-Door Car,60.036683
309,GJ59592,California,F,Bachelor,531889.66,25134.0,67.0,0.0,Corporate Auto,Four-Door Car,321.6
310,FY56083,Oregon,M,Bachelor,471976.22,37057.0,61.0,1.0,Personal Auto,Four-Door Car,47.53101
311,UA94723,Oregon,F,High School or Below,442803.16,58577.0,110.0,0.0,Personal Auto,SUV,303.872752
312,FW91032,California,M,High School or Below,587917.61,85857.0,73.0,0.0,Corporate Auto,Four-Door Car,100.620067
313,DE34457,Oregon,F,Doctor,941690.85,70602.0,116.0,0.0,Personal Auto,SUV,481.339891
314,HD32044,Oregon,F,Master,828815.56,33816.0,106.0,2.0,Corporate Auto,Four-Door Car,508.8
315,HH30454,Oregon,M,Bachelor,3265483.83,0.0,153.0,0.0,Personal Auto,SUV,1101.6
316,AH84063,Oregon,F,College,471945.01,89642.0,121.0,4.0,Corporate Auto,SUV,86.320022
317,QA17596,California,F,Bachelor,390347.48,60068.0,98.0,0.0,Personal Auto,Two-Door Car,470.4
318,XI41052,California,F,Bachelor,545725.97,50044.0,139.0,0.0,Personal Auto,SUV,667.2
319,DI30528,California,F,Master,272535.64,36650.0,69.0,1.0,Personal Auto,Four-Door Car,56.60333
320,SC66359,Arizona,F,College,443397.37,50653.0,110.0,0.0,Corporate Auto,SUV,262.865172
321,EN61670,Arizona,F,Doctor,533246.27,68931.0,66.0,0.0,Personal Auto,Four-Door Car,309.577946
322,DQ10761,Oregon,M,Bachelor,231509.5,0.0,73.0,1.0,Corporate Auto,Four-Door Car,350.4
323,BQ51587,California,F,College,541195.37,0.0,73.0,0.0,Personal Auto,Four-Door Car,365.364581
324,JE21522,California,M,Bachelor,958733.23,39266.0,80.0,0.0,Personal Auto,Four-Door Car,384.0
325,WS47147,California,M,College,2210350.72,0.0,102.0,0.0,Personal Auto,SUV,489.6
326,ZA64638,Nevada,F,High School or Below,976494.53,0.0,98.0,1.0,Personal Auto,Four-Door Car,705.6
327,EW38459,Nevada,F,Bachelor,256715.15,40864.0,65.0,0.0,Corporate Auto,Four-Door Car,9.51528
328,QW87316,Oregon,F,College,265062.28,39035.0,68.0,0.0,Personal Auto,Four-Door Car,244.564334
329,IC43478,California,M,Bachelor,1126436.33,34923.0,98.0,0.0,Personal Auto,Two-Door Car,639.105556
330,TE34064,California,M,High School or Below,216852.35,0.0,63.0,0.0,Personal Auto,Four-Door Car,453.6
331,WU60905,California,F,High School or Below,861066.75,0.0,111.0,0.0,Corporate Auto,SUV,532.8
332,YM18992,California,F,College,283464.62,24506.0,71.0,0.0,Personal Auto,Two-Door Car,511.2
333,PD55753,Oregon,M,High School or Below,893013.97,0.0,82.0,0.0,Personal Auto,Four-Door Car,554.522969
334,KU56006,Arizona,F,College,553638.7,52220.0,70.0,1.0,Personal Auto,Four-Door Car,336.0
335,MJ69973,Arizona,M,High School or Below,284085.43,0.0,74.0,0.0,Personal Auto,Two-Door Car,402.449823
336,TW43626,California,M,College,808288.1,53554.0,67.0,0.0,Personal Auto,Four-Door Car,327.020539
337,XX84133,California,M,Bachelor,525473.43,34476.0,67.0,1.0,Corporate Auto,Four-Door Car,5.3953
338,ZW84453,Arizona,F,Bachelor,511623.76,0.0,70.0,0.0,Personal Auto,Four-Door Car,131.401291
339,HO29524,California,M,College,303464.7,68205.0,76.0,0.0,Personal Auto,Two-Door Car,99.382943
340,VE89726,California,F,High School or Below,802489.99,0.0,119.0,1.0,Personal Auto,SUV,856.8
341,GE87503,California,M,High School or Below,1821114.32,53690.0,154.0,0.0,Personal Auto,SUV,739.2
342,PX90263,Oregon,M,High School or Below,512156.33,0.0,72.0,0.0,Personal Auto,Four-Door Car,518.4
343,NI17718,California,F,High School or Below,215017.86,0.0,61.0,0.0,Personal Auto,Four-Door Car,292.8
344,FY32213,California,F,High School or Below,559538.99,74454.0,71.0,0.0,Personal Auto,Four-Door Car,340.8
345,RZ13254,Nevada,F,Bachelor,756282.4,0.0,73.0,0.0,Personal Auto,Four-Door Car,350.4
346,GN45013,Oregon,M,High School or Below,538585.32,29664.0,71.0,0.0,Personal Auto,Four-Door Car,340.8
347,NM39588,Washington,F,Doctor,267805.83,72450.0,66.0,0.0,Corporate Auto,Four-Door Car,84.218363
348,KU84464,Nevada,F,Bachelor,942256.79,47272.0,79.0,3.0,Personal Auto,Four-Door Car,64.546877
349,YH43527,Oregon,F,College,360586.03,21585.0,92.0,0.0,Corporate Auto,Four-Door Car,441.6
350,RO30676,California,F,College,776259.06,23827.0,106.0,2.0,Personal Auto,Four-Door Car,37.910623
351,QL59704,Arizona,F,College,2344490.05,69906.0,74.0,2.0,Corporate Auto,Four-Door Car,202.860399
352,QH19450,California,F,High School or Below,255817.82,0.0,72.0,0.0,Corporate Auto,Four-Door Car,345.6
353,SA54664,Washington,M,Master,265438.1,73196.0,66.0,1.0,Personal Auto,Four-Door Car,85.809817
354,CI38330,Washington,M,Bachelor,254978.61,72217.0,6464.0,0.0,Personal Auto,Four-Door Car,91.146661
355,WB38524,California,M,High School or Below,296959.33,46131.0,74.0,0.0,Personal Auto,Two-Door Car,355.2
356,CE56187,Oregon,F,Master,436312.46,54514.0,109.0,3.0,Personal Auto,SUV,286.234931
357,JL19416,California,F,High School or Below,588430.86,0.0,161.0,0.0,Personal Auto,SUV,1159.2
358,JZ61422,Nevada,F,College,527219.16,96668.0,66.0,0.0,Personal Auto,Four-Door Car,316.8
359,LA13377,California,M,Doctor,550989.57,78879.0,69.0,1.0,Personal Auto,Four-Door Car,466.570791
360,NC99948,Nevada,M,College,1631368.35,0.0,69.0,0.0,Personal Auto,Four-Door Car,331.2
361,QD34785,Arizona,F,Bachelor,567805.02,0.0,76.0,0.0,Personal Auto,Four-Door Car,364.8
362,RO26085,California,F,Bachelor,1210120.88,0.0,112.0,0.0,Personal Auto,Luxury,1252.406235
363,ES57969,Oregon,M,Bachelor,245357.08,29735.0,69.0,0.0,Personal Auto,Four-Door Car,331.2
364,JK55587,California,M,High School or Below,507566.27,23082.0,65.0,0.0,Special Auto,Four-Door Car,312.0
365,RN97635,Arizona,M,Bachelor,321497.94,53984.0,80.0,0.0,Corporate Auto,Four-Door Car,421.484456
366,BI76326,California,F,College,1227534.31,52135.0,156.0,0.0,Personal Auto,SUV,430.505942
367,JA34909,California,F,College,272221.07,17576.0,71.0,0.0,Corporate Auto,Four-Door Car,398.502948
368,OJ90342,Oregon,F,Bachelor,245744.09,29486.0,62.0,0.0,Personal Auto,Four-Door Car,7.646763
369,CM88932,Oregon,F,Master,355484.53,58557.0,88.0,0.0,Corporate Auto,Four-Door Car,55.510526
370,JJ97525,California,M,Bachelor,492954.97,25632.0,63.0,0.0,Personal Auto,Two-Door Car,351.270869
371,XV21647,California,F,High School or Below,803645.03,0.0,112.0,0.0,Personal Auto,Luxury,806.4
372,MC83487,Arizona,M,Bachelor,427691.53,18768.0,68.0,3.0,Corporate Auto,Four-Door Car,647.454583
373,BL90769,California,F,Bachelor,3347334.95,33190.0,106.0,0.0,Personal Auto,SUV,508.8
374,CR57148,Oregon,F,Master,596058.14,47945.0,74.0,0.0,Personal Auto,Two-Door Car,128.43823
375,CP85232,Arizona,M,College,4479546.94,58778.0,126.0,0.0,Special Auto,SUV,302.033971
376,YL74732,California,F,High School or Below,383211.81,15192.0,100.0,0.0,Personal Auto,SUV,480.0
377,FG16766,California,F,Bachelor,683793.26,51859.0,171.0,0.0,Personal Auto,SUV,1003.160633
378,NV55438,Nevada,F,High School or Below,528526.82,23422.0,72.0,0.0,Personal Auto,Two-Door Car,518.4
379,RM10880,California,F,College,309651.12,21604.0,79.0,0.0,Corporate Auto,Four-Door Car,379.2
380,GL56175,Arizona,M,College,358971.07,79298.0,90.0,0.0,Personal Auto,Four-Door Car,244.362072
381,UK52289,Arizona,F,Bachelor,258240.85,76731.0,64.0,0.0,Special Auto,Four-Door Car,201.455005
382,OT85112,Washington,M,College,340391.94,38460.0,88.0,1.0,Personal Auto,Four-Door Car,91.55098
383,BC62782,Arizona,F,College,1357567.6,48534.0,115.0,1.0,Personal Auto,SUV,552.0
384,TI19722,Washington,M,Doctor,343613.43,30817.0,88.0,0.0,Corporate Auto,Four-Door Car,91.834668
385,JP30654,Oregon,F,College,2868582.79,48412.0,104.0,0.0,Personal Auto,SUV,707.430832
386,UM45563,Washington,M,Bachelor,450267.97,68798.0,114.0,0.0,Personal Auto,SUV,92.915251
387,EN60878,Oregon,M,Bachelor,618311.15,23712.0,85.0,0.0,Personal Auto,Four-Door Car,376.126419
388,JF36291,California,M,College,387364.7,28142.0,105.0,0.0,Personal Auto,Luxury,701.708239
389,BK59444,California,F,Master,1892933.06,72196.0,68.0,0.0,Personal Auto,Four-Door Car,152.184244
390,MK70700,California,M,Master,555329.58,68197.0,69.0,0.0,Personal Auto,Four-Door Car,176.819414
391,IW71076,California,M,Bachelor,501125.92,75248.0,63.0,0.0,Corporate Auto,Four-Door Car,104.454624
392,AP98768,California,F,College,1044244.63,0.0,98.0,0.0,Personal Auto,Four-Door Car,941.718054
393,OM24164,Nevada,M,Bachelor,219961.78,0.0,65.0,1.0,Personal Auto,Two-Door Car,468.0
394,HR85211,Washington,F,Master,512317.09,89879.0,63.0,0.0,Personal Auto,Two-Door Car,94.030308
395,VC87846,Oregon,M,High School or Below,748431.05,46998.0,96.0,0.0,Corporate Auto,Four-Door Car,460.8
396,ZM92052,Oregon,M,Bachelor,261302.31,57099.0,67.0,0.0,Personal Auto,Two-Door Car,67.859881
397,ON73702,Arizona,F,Bachelor,908063.97,33897.0,114.0,0.0,Corporate Auto,SUV,539.843003
398,QQ90441,Nevada,F,High School or Below,1377097.62,59207.0,116.0,0.0,Personal Auto,Four-Door Car,556.8
399,HU35721,Oregon,M,High School or Below,287682.29,40171.0,73.0,0.0,Personal Auto,Four-Door Car,350.4
400,YP47665,Washington,M,Doctor,540891.15,80192.0,67.0,0.0,Personal Auto,Four-Door Car,95.193157
401,FU99476,Washington,M,High School or Below,677030.68,74422.0,85.0,1.0,Personal Auto,Four-Door Car,95.338505
402,AG85615,Oregon,M,College,2414387.56,0.0,87.0,0.0,Special Auto,Four-Door Car,626.4
403,OY74069,Arizona,F,College,353805.95,0.0,67.0,5.0,Personal Auto,Four-Door Car,321.6
404,DJ91267,Nevada,F,Bachelor,2909123.94,34226.0,244.0,0.0,Personal Auto,Luxury,494.395024
405,KB72438,California,F,High School or Below,1983420.12,65989.0,123.0,1.0,Personal Auto,SUV,115.545086
406,TR67616,Oregon,M,High School or Below,473136.7,30686.0,61.0,0.0,Corporate Auto,Four-Door Car,19.938981
407,GF65731,California,F,Master,3553784.6,0.0,113.0,0.0,Personal Auto,Luxury,799.926741
408,HB67642,Arizona,F,High School or Below,3461137.9,20090.0,109.0,0.0,Personal Auto,Luxury,523.2
409,DP84567,California,M,High School or Below,2021630.88,0.0,183.0,0.0,Personal Auto,Luxury,878.4
410,VV77534,Oregon,M,College,1397651.93,77094.0,176.0,0.0,Personal Auto,SUV,444.470676
411,GL67540,California,F,College,590408.82,97413.0,73.0,0.0,Personal Auto,Four-Door Car,268.819985
412,SV50502,Oregon,F,Master,559583.5,79189.0,69.0,0.0,Corporate Auto,Four-Door Car,331.2
413,UK59698,California,F,High School or Below,229430.36,0.0,62.0,0.0,Personal Auto,Two-Door Car,297.6
414,OA57352,Arizona,F,College,627391.19,18577.0,86.0,0.0,Personal Auto,Four-Door Car,412.8
415,ZF84449,Oregon,F,College,372672.8,0.0,112.0,1.0,Special Auto,Luxury,806.4
416,AX86150,Washington,M,High School or Below,265671.31,62777.0,67.0,0.0,Personal Auto,Two-Door Car,101.288069
417,HG39060,Oregon,M,Bachelor,511068.08,0.0,74.0,0.0,Corporate Auto,Four-Door Car,532.8
418,EM29359,Nevada,M,College,712659.65,17483.0,183.0,0.0,Personal Auto,Luxury,1317.6
419,SF57173,Oregon,M,Master,460163.41,84394.0,114.0,0.0,Personal Auto,SUV,691.412378
420,OT47603,Oregon,M,College,915523.97,0.0,127.0,0.0,Personal Auto,Luxury,804.811859
421,SW31412,Oregon,F,College,1480805.62,41440.0,62.0,1.0,Personal Auto,Four-Door Car,297.6
422,JS36322,Arizona,M,High School or Below,890167.84,0.0,136.0,1.0,Personal Auto,Luxury,1090.86434
423,RE81445,Oregon,F,College,573459.82,98132.0,71.0,0.0,Personal Auto,Two-Door Car,50.587035
424,RM24280,Oregon,F,High School or Below,417769.7,0.0,112.0,0.0,Personal Auto,Four-Door Car,537.6
425,LC25393,California,M,Bachelor,2777628.91,88220.0,230.0,0.0,Personal Auto,Luxury,151.528482
426,UX38930,Arizona,F,Master,1036434.75,58327.0,129.0,0.0,Personal Auto,SUV,347.075948
427,HD95496,Oregon,M,Master,785190.14,25950.0,66.0,0.0,Personal Auto,Two-Door Car,271.697529
428,RX24650,Oregon,M,High School or Below,477294.38,20993.0,133.0,0.0,Corporate Auto,SUV,638.4
429,DW19309,Oregon,M,High School or Below,1422650.49,65726.0,177.0,0.0,Corporate Auto,SUV,849.6
430,MT41386,Washington,M,Bachelor,287543.24,84768.0,72.0,0.0,Personal Auto,Two-Door Car,110.484661
431,WZ40465,Washington,F,Bachelor,504129.96,36234.0,63.0,0.0,Personal Auto,Four-Door Car,113.534474
432,DB42794,California,M,College,436293.12,58842.0,110.0,0.0,Personal Auto,Four-Door Car,528.0
433,JB50798,Oregon,F,Master,962452.44,25629.0,124.0,2.0,Corporate Auto,Luxury,595.2
434,IP69763,Washington,F,College,2191440.55,77311.0,181.0,0.0,Personal Auto,SUV,113.609508
435,TE35785,California,M,Doctor,694842.22,0.0,196.0,2.0,Personal Auto,Luxury,1337.063487
436,HX74855,Washington,M,High School or Below,247152.84,95697.0,61.0,0.0,Personal Auto,Two-Door Car,114.273025
437,QN65180,Oregon,F,Bachelor,2190391.36,22254.0,79.0,0.0,Personal Auto,Four-Door Car,125.194389
438,GE47180,Nevada,M,High School or Below,902882.14,65974.0,113.0,0.0,Personal Auto,Luxury,235.220971
439,VQ38776,Oregon,F,College,530375.95,0.0,76.0,0.0,Personal Auto,Four-Door Car,395.34111
440,BH86846,Washington,M,High School or Below,2070825.88,92079.0,65.0,1.0,Corporate Auto,Four-Door Car,114.798771
441,IN17648,Nevada,M,High School or Below,512376.81,0.0,74.0,0.0,Personal Auto,Two-Door Car,772.798511
442,DF95759,Oregon,M,College,949234.3,0.0,132.0,0.0,Personal Auto,SUV,633.6
443,QG45324,Oregon,F,High School or Below,820486.32,0.0,73.0,0.0,Personal Auto,Four-Door Car,350.4
444,MN61620,Arizona,F,College,987729.57,67752.0,131.0,4.0,Personal Auto,Luxury,168.517149
445,YH86390,California,F,Bachelor,481500.97,25398.0,64.0,0.0,Corporate Auto,Four-Door Car,307.2
446,FY13480,California,M,High School or Below,627701.17,0.0,88.0,0.0,Personal Auto,Four-Door Car,633.6
447,YH61661,California,M,High School or Below,826063.98,33321.0,105.0,0.0,Special Auto,SUV,504.0
448,NL93182,Nevada,M,Bachelor,254945.0,0.0,78.0,0.0,Corporate Auto,Four-Door Car,845.654042
449,LN31673,Washington,,College,1131808.98,38923.0,99.0,2.0,Personal Auto,Four-Door Car,115.728852
450,WE68644,Oregon,F,Bachelor,380392.18,20325.0,100.0,0.0,Personal Auto,Luxury,668.29397
451,EZ30498,Oregon,M,Bachelor,863540.35,13129.0,117.0,0.0,Personal Auto,SUV,700.901632
452,QY74517,Oregon,F,High School or Below,551055.9,0.0,73.0,0.0,Personal Auto,Four-Door Car,525.6
453,NM88660,Nevada,M,Master,358588.41,49080.0,91.0,0.0,Corporate Auto,Four-Door Car,25.299
454,MZ82036,Nevada,M,College,488925.28,42536.0,63.0,0.0,Personal Auto,Four-Door Car,375.330097
455,ID20929,Oregon,M,Bachelor,275694.17,29926.0,74.0,0.0,Corporate Auto,Four-Door Car,418.233667
456,EY50028,Nevada,M,Doctor,328954.74,0.0,86.0,0.0,Corporate Auto,Two-Door Car,398.240791
457,TT82373,California,F,Bachelor,1093717.85,21450.0,138.0,0.0,Personal Auto,Luxury,938.513425
458,OH64088,California,M,High School or Below,737556.79,33345.0,65.0,0.0,Corporate Auto,Four-Door Car,338.619869
459,SK97780,California,F,Bachelor,1011077.82,15752.0,90.0,0.0,Corporate Auto,Two-Door Car,339.344531
460,IO33050,Oregon,F,High School or Below,511941.43,40169.0,65.0,1.0,Personal Auto,Four-Door Car,302.818833
461,XA55917,California,F,College,853383.2,26049.0,113.0,1.0,Personal Auto,SUV,619.165344
462,JK32620,Nevada,M,College,222476.8,0.0,68.0,0.0,Personal Auto,Four-Door Car,326.4
463,RQ19236,Arizona,M,Doctor,804280.38,55411.0,100.0,0.0,Personal Auto,Luxury,259.561195
464,QC47433,Oregon,M,College,255443.71,12459.0,70.0,0.0,Personal Auto,Four-Door Car,336.0
465,RA93608,Oregon,M,Bachelor,1807394.0,64620.0,76.0,1.0,Personal Auto,Two-Door Car,364.8
466,XH97711,California,M,Bachelor,243050.66,83140.0,61.0,0.0,Corporate Auto,Four-Door Car,179.161843
467,AU96286,Oregon,F,Bachelor,316765.84,0.0,92.0,0.0,Corporate Auto,Four-Door Car,662.4
468,KC17170,Arizona,F,Bachelor,546560.4,54422.0,68.0,0.0,Corporate Auto,Four-Door Car,75.501852
469,ZN47335,California,M,College,1035751.42,68309.0,131.0,0.0,Corporate Auto,SUV,306.983596
470,EI46264,California,M,High School or Below,253781.39,56621.0,65.0,2.0,Personal Auto,Four-Door Car,84.026848
471,EK87864,Arizona,F,College,282194.72,38977.0,70.0,0.0,Special Auto,Four-Door Car,139.489926
